Order Number,Plant Code,GL Exp Code,Part Number,Description part,Customer,Customer Type,Qty Ordered,Qty Shipped,Date Required,Date Shipped,Week Number,Month,% Filled, Status,%OTIF,Cause Description,Notes
1380255,10,FC8,344010000,PEDESTAL 344 WHT,ACE HARDWARE CORP,RETAIL,2,0,6/13/2023,6/8/2023,Week 23,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380341,10,FC8,148010000,BOWL 148 EL ADA WHT,WHOLESALE SUPPLY GROUP,WHOLESALE,12,0,6/20/2023,6/8/2023,Week 23,June,0,ON TIME,0,Noncompliance Production/Availability,waited for product availability
1376639,10,FC1,047510050,URINAL 475HE 0.5 GPF WH,WOLFF BROS SUPPLY INC,WHOLESALE,3,3,4/12/2023,6/9/2023,Week 23,June,1,LATE,0,Noncompliance Production/Availability,Waiting for product 
1379397,10,FC1,123010000,TANK 123 LH QUANTUM WHT,COLUMBIA PIPE & SPLY CO,WHOLESALE,1,1,6/1/2023,6/9/2023,Week 23,June,1,LATE,0,Not shipped by Warehouse,Did not pick by required date
1379397,10,FC1,123010040,TANK 123 RH QUANTUM WHT,COLUMBIA PIPE & SPLY CO,WHOLESALE,1,1,6/1/2023,6/9/2023,Week 23,June,1,LATE,0,Not shipped by Warehouse,Did not pick by required date
1379646,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,DO-IT-BEST CORP,RETAIL,1,0,6/13/2023,6/9/2023,Week 23,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1380025,10,FC8,328100000,LAV 328 1H WHT,CONSOLIDATED SUP CO,WHOLESALE,9,0,6/14/2023,6/9/2023,Week 23,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380135,10,FC1,135010007,BOWL 135 EL WHT,CREGGER COMPANY,WHOLESALE,648,576,6/16/2023,6/9/2023,Week 23,June,0.888888889,ON TIME,0,Not enough/Too much weight for type of order ,cut to fill
1380256,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,ACE HARDWARE CORP,RETAIL,3,0,6/13/2023,6/9/2023,Week 23,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1380296,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,FAMOUS SUPPLY CO AKRON,WHOLESALE,3,0,6/20/2023,6/9/2023,Week 23,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1380296,10,FC1,290014370,PEDESTAL 293 BISC,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,0,6/20/2023,6/9/2023,Week 23,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380297,10,FC8,148010000,BOWL 148 EL ADA WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,5,0,6/20/2023,6/9/2023,Week 23,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380342,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,DO-IT-BEST CORP,RETAIL,5,0,6/20/2023,6/9/2023,Week 23,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1380378,10,FC8,344010000,PEDESTAL 344 WHT,SOUTHERN PIPE & SUPPLY,WHOLESALE,9,6,6/21/2023,6/9/2023,Week 23,June,0.666666667,ON TIME,0,Noncompliance Production/Availability,no stock
1379534,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,"BRIGGS, INC",WHOLESALE,4,0,6/13/2023,6/12/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1379670,10,FC1,L53840017,CTK LWS SUMMIT EL ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,24,24,6/7/2023,6/12/2023,Week 24,June,1,LATE,0,Not shipped by Warehouse,Not packed by requested date
1379670,10,FC1,L53840019,CTK LWS SUMMIT EL ADA WH DF,LOWE'S COMPANIES INC,RETAIL-LOWES,8,8,6/7/2023,6/12/2023,Week 24,June,1,LATE,0,Not shipped by Warehouse,Not packed by requested date
1379670,10,FC1,L53850017,"CTK LWS SUMMIT 10""EL ADA WH128",LOWE'S COMPANIES INC,RETAIL-LOWES,16,16,6/7/2023,6/12/2023,Week 24,June,1,LATE,0,Not shipped by Warehouse,Not packed by requested date
1379670,10,FC1,L53880017,CTK LWS SUMMIT RD ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,20,20,6/7/2023,6/12/2023,Week 24,June,1,LATE,0,Not shipped by Warehouse,Not packed by requested date
1379670,10,FC1,L59160517,CTK LWS DENALI EL ADA BN 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,16,16,6/7/2023,6/12/2023,Week 24,June,1,LATE,0,Not shipped by Warehouse,Not packed by requested date
1379670,10,FC1,L59970017,CTK LWS VANQ 2  EL ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,120,120,6/7/2023,6/12/2023,Week 24,June,1,LATE,0,Not shipped by Warehouse,Not packed by requested date
1380250,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,WESTERN SUPPLY CO,WHOLESALE,10,0,6/20/2023,6/12/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1380433,10,FC1,036010066,TANK 175 LINED CVR LK WHT,PLUMBERS SUPPLY COMP / DIV FEI,WHOLESALE,25,11,6/22/2023,6/12/2023,Week 24,June,0.44,ON TIME,0,Noncompliance Production/Availability,waited for product availability
1380232,10,FC1,011710010,"BOWL 117 RF 16-1/2"" HT WHT",AUBURN SUP CO INC,WHOLESALE,1,0,6/19/2023,6/13/2023,Week 24,June,0,ON TIME,0,Not enough/Too much weight for type of order ,canceled
1380333,10,FC1,498710000,BOWL 4987 VANQUISH EL ADA WH,THE DISTRIBUTION POINT,WHOLESALE,1,1,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Noncompliance Production/Availability,no stock
1380333,10,FC1,137210040,BOWL 137 EL ADA WHT,THE DISTRIBUTION POINT,WHOLESALE,48,48,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC1,146010000,BOWL 146 RD WHT,THE DISTRIBUTION POINT,WHOLESALE,6,6,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC1,237414300,"LAV 237 4"" BISC MS OVAL 20X17",THE DISTRIBUTION POINT,WHOLESALE,2,2,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC1,237810000,"LAV 237 8"" WHT MS OVAL 20X17",THE DISTRIBUTION POINT,WHOLESALE,33,33,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC8,254410000,"LAV 254 BRENTWOOD 4"" WHT",THE DISTRIBUTION POINT,WHOLESALE,4,4,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC1,298710000,TANK 2987 VANQUISH 1.28 WH,THE DISTRIBUTION POINT,WHOLESALE,1,1,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC8,310610000,TANK 3106 BARRETT WHT 1.28,THE DISTRIBUTION POINT,WHOLESALE,3,3,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC1,338610007,TANK 3386 SUMMIT DUAL WHT,THE DISTRIBUTION POINT,WHOLESALE,24,24,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC1,387010000,TANK 387 SUMMIT 1.28 WHT,THE DISTRIBUTION POINT,WHOLESALE,5,5,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC1,388010000,"BOWL 388 RF 16 3/4"" HT WHT",THE DISTRIBUTION POINT,WHOLESALE,19,19,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC9,007470038,SEAT SB200 EL WHITE,THE DISTRIBUTION POINT,WHOLESALE,17,17,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC9,007470705,SEAT SB700 EL SMART CL BONE,THE DISTRIBUTION POINT,WHOLESALE,5,5,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC1,013810000,"BOWL 138 EL 10"" WHT",THE DISTRIBUTION POINT,WHOLESALE,4,4,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380333,10,FC9,071010017,CTK BROADWAY 710 EL ADA 128 WH,THE DISTRIBUTION POINT,WHOLESALE,1,1,6/6/2023,6/13/2023,Week 24,June,1,LATE,0,Date wrong/not modified by Customer Service,"Ship by date was same day it was created, less than one day notice"
1380406,10,FC8,148010000,BOWL 148 EL ADA WHT,HAJOCA CORPORATION,WHOLESALE,10,0,6/21/2023,6/13/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380441,10,FC8,148010000,BOWL 148 EL ADA WHT,U S PLBG & HTG SUP CO,WHOLESALE,40,0,6/22/2023,6/13/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380614,10,FC8,344010000,PEDESTAL 344 WHT,CIMARRON LUMBER & SUPPLY CO,RETAIL,4,0,6/26/2023,6/13/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1379934,10,FC1,130010007,BOWL 130 RD WHT,KEIDEL SUPPLY CO,WHOLESALE,3,3,6/13/2023,6/14/2023,Week 24,June,1,LATE,0,Missing another component to complete order,Wait for something else to ship with
1379934,10,FC1,135010007,BOWL 135 EL WHT,KEIDEL SUPPLY CO,WHOLESALE,135,135,6/13/2023,6/14/2023,Week 24,June,1,LATE,0,Missing another component to complete order,Wait for something else to ship with
1379934,10,FC1,317310000,TANK 3173 CTL WHT 1.28,KEIDEL SUPPLY CO,WHOLESALE,136,136,6/13/2023,6/14/2023,Week 24,June,1,LATE,0,Missing another component to complete order,Wait for something else to ship with
1379934,10,FC1,384010000,BOWL 384 ADA WHT,KEIDEL SUPPLY CO,WHOLESALE,2,2,6/13/2023,6/14/2023,Week 24,June,1,LATE,0,Missing another component to complete order,Wait for something else to ship with
1379934,10,FC1,011710010,"BOWL 117 RF 16-1/2"" HT WHT",KEIDEL SUPPLY CO,WHOLESALE,2,2,6/13/2023,6/14/2023,Week 24,June,1,LATE,0,Missing another component to complete order,Wait for something else to ship with
1380502,10,FC8,344010000,PEDESTAL 344 WHT,WSS - DAYTON RDC 102,WHOLESALE,6,0,6/23/2023,6/14/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380558,10,FC1,385010000,"BOWL 385 ADA 10"" WHT",GRAY-HODGES CORP,WHOLESALE,1,0,6/23/2023,6/14/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380559,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,2,0,6/23/2023,6/14/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1380559,10,FC1,385010000,"BOWL 385 ADA 10"" WHT",CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,1,0,6/23/2023,6/14/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1379798,10,FC1,L53840017,CTK LWS SUMMIT EL ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,40,40,6/9/2023,6/15/2023,Week 24,June,1,LATE,0,Carrier without confirming/hiring,Carrier schedule not  open
1379798,10,FC1,L53840019,CTK LWS SUMMIT EL ADA WH DF,LOWE'S COMPANIES INC,RETAIL-LOWES,8,8,6/9/2023,6/15/2023,Week 24,June,1,LATE,0,Carrier without confirming/hiring,Carrier schedule not  open
1379798,10,FC1,L53850017,"CTK LWS SUMMIT 10""EL ADA WH128",LOWE'S COMPANIES INC,RETAIL-LOWES,32,32,6/9/2023,6/15/2023,Week 24,June,1,LATE,0,Carrier without confirming/hiring,Carrier schedule not  open
1379798,10,FC1,L53880017,CTK LWS SUMMIT RD ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,40,40,6/9/2023,6/15/2023,Week 24,June,1,LATE,0,Carrier without confirming/hiring,Carrier schedule not  open
1379798,10,FC1,L59160517,CTK LWS DENALI EL ADA BN 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,16,16,6/9/2023,6/15/2023,Week 24,June,1,LATE,0,Carrier without confirming/hiring,Carrier schedule not  open
1379798,10,FC1,L59970017,CTK LWS VANQ 2  EL ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,64,64,6/9/2023,6/15/2023,Week 24,June,1,LATE,0,Carrier without confirming/hiring,Carrier schedule not  open
1380339,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,WINDSOR FACTORY SUPPLY,WHOLESALE,28,0,6/20/2023,6/15/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1380662,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,ACE HARDWARE CORP,RETAIL,8,0,6/20/2023,6/15/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1380717,10,FC1,385010000,"BOWL 385 ADA 10"" WHT",WIGGS-HAUN & BOHAN-TN BUY/SELL,WHOLESALE,1,0,6/27/2023,6/15/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380717,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,WIGGS-HAUN & BOHAN-TN BUY/SELL,WHOLESALE,4,0,6/27/2023,6/15/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock 
1379298,10,FC8,328410000,"LAV 328 4"" WHT",FERGUSON ENTERPRISES,WHOLESALE,5,5,6/1/2023,6/16/2023,Week 24,June,1,LATE,0,Not shipped by Warehouse,Did not pick by required date
1379298,10,FC8,329010040,PEDESTAL 329 WHT,FERGUSON ENTERPRISES,WHOLESALE,5,5,6/1/2023,6/16/2023,Week 24,June,1,LATE,0,Not shipped by Warehouse,Did not pick by required date
1379793,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,DO-IT-BEST CORP,RETAIL,3,0,6/16/2023,6/16/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,No stock
1380690,10,FC1,385010000,"BOWL 385 ADA 10"" WHT",FAMOUS SUPPLY CO AKRON,WHOLESALE,1,0,6/27/2023,6/16/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,No stock
1380782,10,FC1,036010066,TANK 175 LINED CVR LK WHT,PLUMBERS SUPPLY COMP / DIV FEI,WHOLESALE,25,0,6/28/2023,6/16/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380796,10,FC8,344010000,PEDESTAL 344 WHT,CIMARRON LUMBER & SUPPLY CO,RETAIL,1,0,6/29/2023,6/16/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380827,10,FC1,001020000,LID 102/112/2916/3916 WHT,ETNA SUPPLY,WHOLESALE,2,0,6/29/2023,6/16/2023,Week 24,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1379761,10,FC8,344010000,PEDESTAL 344 WHT,HAJOCA CORPORATION,WHOLESALE,8,0,6/22/2023,6/19/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1379917,10,FC1,385010000,"BOWL 385 ADA 10"" WHT",EVERETT'S PLMB SPLY & FCT PART,WHOLESALE,4,0,6/20/2023,6/19/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,No stock
1379917,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,EVERETT'S PLMB SPLY & FCT PART,WHOLESALE,2,0,6/20/2023,6/19/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,No stock
1380065,10,FC1,135010007,BOWL 135 EL WHT,FERGUSON ENTERPRISES,WHOLESALE,64,64,6/15/2023,6/19/2023,Week 25,June,1,LATE,0,Missing another component to complete order,wait for something else to send with it.
1380065,10,FC1,160010037,TANK 180 WHT,FERGUSON ENTERPRISES,WHOLESALE,3,3,6/15/2023,6/19/2023,Week 25,June,1,LATE,0,Missing another component to complete order,wait for something else to send with it.
1380065,10,FC1,290410070,"LAV 292 4"" WHT",FERGUSON ENTERPRISES,WHOLESALE,24,24,6/15/2023,6/19/2023,Week 25,June,1,LATE,0,Missing another component to complete order,wait for something else to send with it.
1380065,10,FC1,317310000,TANK 3173 CTL WHT 1.28,FERGUSON ENTERPRISES,WHOLESALE,160,160,6/15/2023,6/19/2023,Week 25,June,1,LATE,0,Missing another component to complete order,wait for something else to send with it.
1380065,10,FC8,329010040,PEDESTAL 329 WHT,FERGUSON ENTERPRISES,WHOLESALE,1,1,6/15/2023,6/19/2023,Week 25,June,1,LATE,0,Missing another component to complete order,wait for something else to send with it.
1380065,10,FC8,411510000,BOWL 4115 ADA WHT BARRETT 1.28,FERGUSON ENTERPRISES,WHOLESALE,1,1,6/15/2023,6/19/2023,Week 25,June,1,LATE,0,Missing another component to complete order,wait for something else to send with it.
1380156,10,FC4,107380000,TANK 1073 1.28 WHT,HAJOCA CORPORATION,WHOLESALE,75,75,6/16/2023,6/19/2023,Week 25,June,1,LATE,0,Carrier rescheduled/missed appointment,carrier was unable to pickup by request date
1380156,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",HAJOCA CORPORATION,WHOLESALE,120,120,6/16/2023,6/19/2023,Week 25,June,1,LATE,0,Carrier rescheduled/missed appointment,carrier was unable to pickup by request date
1380156,10,FC1,384010000,BOWL 384 ADA WHT,HAJOCA CORPORATION,WHOLESALE,215,215,6/16/2023,6/19/2023,Week 25,June,1,LATE,0,Carrier rescheduled/missed appointment,carrier was unable to pickup by request date
1380264,10,FC1,239410500,"LAV 239 4"" BONE MS ROUND 19""",TRUSERV CORP,RETAIL,1,0,6/20/2023,6/19/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380835,10,FC1,016010040,TANK 160 RH WHT,PLUMBERS WHOLESALE SUPPLY CO,WHOLESALE,72,36,6/29/2023,6/19/2023,Week 25,June,0.5,ON TIME,0,Noncompliance Production/Availability,no stock
1380835,10,FC1,498710000,BOWL 4987 VANQUISH EL ADA WH,PLUMBERS WHOLESALE SUPPLY CO,WHOLESALE,6,0,6/29/2023,6/19/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1378820,10,FC8,007471500,SEAT SB1500 NEW ENSO WHT,MANSFIELD WARRANTY PARTS,WHOLESALE,1,1,5/22/2023,6/20/2023,Week 25,June,1,LATE,0,Noncompliance Production/Availability,waiting for product
1380267,10,FC1,239410500,"LAV 239 4"" BONE MS ROUND 19""",TRUSERV CORP,RETAIL,5,0,6/20/2023,6/20/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380304,10,FC8,328100000,LAV 328 1H WHT,V P SUPPLY CORP,WHOLESALE,3,0,6/20/2023,6/20/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380308,10,FC8,147040000,BOWL 147 EL WHT,"WILLIAMSBURG PLUMBING, INC",WHOLESALE,40,2,6/20/2023,6/20/2023,Week 25,June,0.05,ON TIME,0,Noncompliance Production/Availability,No stock
1380308,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,"WILLIAMSBURG PLUMBING, INC",WHOLESALE,30,0,6/20/2023,6/20/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,No stock
1380484,10,FC8,344010000,PEDESTAL 344 WHT,CAPITOL DIST SUP CO INC,WHOLESALE,10,0,6/22/2023,6/20/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380484,10,FC8,348410040,"LAV 348 4"" WHT",CAPITOL DIST SUP CO INC,WHOLESALE,10,0,6/22/2023,6/20/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380548,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,BETZ JR WM,WHOLESALE,2,0,6/23/2023,6/20/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,No stock
1380853,10,FC1,013860007,TANK 1386 RH PROTECTOR 1.6 WHT,ROBERTSON HEATING SUPPLY,WHOLESALE,1,0,6/29/2023,6/20/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380855,10,FC1,013860007,TANK 1386 RH PROTECTOR 1.6 WHT,ROBERTSON HEATING SUPPLY,WHOLESALE,2,0,6/29/2023,6/20/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1378962,10,FC1,000600000,LID 160 WHT,MANSFIELD WARRANTY PARTS,WHOLESALE,1,1,5/24/2023,6/21/2023,Week 25,June,1,LATE,0,,
1379248,10,FC1,016010040,TANK 160 RH WHT,"KEMPER, RICHARD INC.",WHOLESALE,12,0,6/29/2023,6/21/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,No stock
1380472,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,FAMOUS SUPPLY CO AKRON,WHOLESALE,4,0,6/22/2023,6/21/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,No stock
1380774,10,FC1,016010040,TANK 160 RH WHT,HAJOCA CORPORATION,WHOLESALE,8,0,6/28/2023,6/21/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380829,10,FC8,147040000,BOWL 147 EL WHT,FIRST SUPPLY LLC,WHOLESALE,1,0,6/29/2023,6/21/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380829,10,FC1,016010040,TANK 160 RH WHT,FIRST SUPPLY LLC,WHOLESALE,8,4,6/29/2023,6/21/2023,Week 25,June,0.5,ON TIME,0,Noncompliance Production/Availability,no stock
1380894,10,FC1,003860000,LID 386 WHT,MANSFIELD WARRANTY PARTS,WHOLESALE,1,1,6/19/2023,6/21/2023,Week 25,June,1,LATE,0,Not shipped by Warehouse,Did not pick by required date
1380993,10,FC8,348410040,"LAV 348 4"" WHT",SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,4,0,7/3/2023,6/21/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380993,10,FC8,344010000,PEDESTAL 344 WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,5,0,7/3/2023,6/21/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1381040,10,RC1,001238891,ASSY COVER LOCK,GRIGG INDUSTRIES,RETAIL,3,0,7/5/2023,6/21/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,No stock
1380189,10,FC1,123010000,TANK 123 LH QUANTUM WHT,EMCO CORPORATION,WHOLESALE,2,2,6/19/2023,6/22/2023,Week 25,June,1,LATE,0,Carrier without confirming/hiring,"Apointment couldn't be made,so we moved."
1380189,10,FC8,148010000,BOWL 148 EL ADA WHT,EMCO CORPORATION,WHOLESALE,2,2,6/19/2023,6/22/2023,Week 25,June,1,LATE,0,Noncompliance Production/Availability,no stock
1380189,10,FC1,249410070,"LAV 249 4"" WHT",EMCO CORPORATION,WHOLESALE,2,2,6/19/2023,6/22/2023,Week 25,June,1,LATE,0,Carrier without confirming/hiring,"Apointment couldn't be made,so we moved."
1380189,10,FC1,267410070,"LAV 267 4"" WHT",EMCO CORPORATION,WHOLESALE,2,2,6/19/2023,6/22/2023,Week 25,June,1,LATE,0,Carrier without confirming/hiring,"Apointment couldn't be made,so we moved."
1380626,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,MARKS AND COMPANY LTD,WHOLESALE,1,0,6/26/2023,6/22/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380784,10,FC1,016010040,TANK 160 RH WHT,CONNOR COMPANY,WHOLESALE,4,0,6/28/2023,6/22/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380784,10,FC8,147040000,BOWL 147 EL WHT,CONNOR COMPANY,WHOLESALE,4,0,6/28/2023,6/22/2023,Week 25,June,0,ON TIME,0,Noncompliance Production/Availability,no stock
1380793,10,FC8,268100000,LAV 268 1H WHT,FEI ENT/WSAC,WHOLESALE,79,69,6/28/2023,6/22/2023,Week 25,June,0.873417722,ON TIME,0,Noncompliance Production/Availability,no stock
